country_code;year;gdp_value
CHN;1996;863746717503.789
CHN;1997;961603952951.82
CHN;1998;1029043097554.08
CHN;1999;1093997267271.06
CHN;2000;1211346869605.24
CHN;2001;1339395718865.3
CHN;2002;1470550015081.55
CHN;2003;1660287965662.68
CHN;2004;1955347004963.27
CHN;2005;2285965892360.54
CHN;2006;2752131773355.16
CHN;2007;3550342737010.84
CHN;2008;4594307032660.79
CHN;2009;5101703073086.04
CHN;2010;6087163874512.21
CHN;2011;7551500124203.36
CHN;2012;8532229986993.65
CHN;2013;9570406235659.64
CHN;2014;10475682920594.5
CHN;2015;11061553079876.4
CHN;2016;11233276536737.2
CHN;2017;12310409370892.8
CHN;2018;13894817549374.2
CHN;2019;14279937467431
COL;1960;4031152976.63904
COL;1961;4540447761.19403
COL;1962;4955543963.36869
COL;1963;4836166666.66667
COL;1964;5973366666.66667
COL;1965;5760761904.7619
COL;1966;5428518518.51852
COL;1967;5825170438.48704
COL;1968;5960212869.12968
COL;1969;6450175213.74923
COL;1970;7198360460.19887
COL;1971;7820380970.53674
COL;1972;8671358732.68486
COL;1973;10315760000.3394
COL;1974;12370029583.6419
COL;1975;13098633901.8673
COL;1976;15341403660.4698
COL;1977;19470960619.1297
COL;1978;23263511958.0509
COL;1979;27940411250.2732
COL;1980;33400735644.0481
COL;1981;36388366869.0309
COL;1982;38968039721.748
COL;1983;38729822781.5997
COL;1984;38253120737.9671
COL;1985;34894411351.983
COL;1986;34942489683.9712
COL;1987;36373307085.0887
COL;1988;39212550050.4223
COL;1989;39540080200.3938
COL;1990;47844090709.9908
COL;1991;49175565911.0655
COL;1992;58418985443.3172
COL;1993;66446804802.5747
COL;1994;81703500846.0364
COL;1995;92507279383.0387
COL;1996;97160109277.8087
COL;1997;106659508271.255
COL;1998;98443739941.1664
COL;1999;86186158684.7685
COL;2000;99886577330.7271
COL;2001;98211749595.5442
COL;2002;97963003804.7851
COL;2003;94641378693.223
COL;2004;117081522349.677
COL;2005;145619191582.061
COL;2006;161618581266.316
COL;2007;206181826825.28
COL;2008;242186950900.775
COL;2009;232397835678.336
COL;2010;286563105192.456
COL;2011;334943871931.745
COL;2012;370921320483.841
COL;2013;382116126448.555
COL;2014;381112119657.445
COL;2015;293481748240.779
COL;2016;282825009887.458
COL;2017;311883730690.129
COL;2018;333568923004.469
COL;2019;323615979418.651
COM;1980;212218226.429847
COM;1981;196349967.670007
COM;1982;184008995.643686
COM;1983;191621958.375365
COM;1984;184697209.997414
COM;1985;196726077.061972
COM;1986;279197696.814639
COM;1987;337525870.616968
COM;1988;356500026.691673
COM;1989;341476764.044268
COM;1990;429622147.743446
COM;1991;424108796.562976
COM;1992;457388578.924144
COM;1993;452881443.084162
COM;1994;319189200.353123
COM;1995;398461789.558686
COM;1996;396053797.633321
COM;1997;364445589.702365
COM;1998;370106776.043329
COM;1999;382454989.945311
COM;2000;350264287.687331
COM;2001;378512003.405071
COM;2002;425964697.418664
COM;2003;546885184.990174
COM;2004;633706149.25026
COM;2005;653845122.872074
COM;2006;698431827.740958
COM;2007;795673128.485442
COM;2008;915659192.825112
COM;2009;905341090.570115
COM;2010;907978723.547592
COM;2011;1023086183.79822
COM;2012;1015843368.79008
COM;2013;1116224161.07781
COM;2014;1149587651.69395
COM;2015;966029542.038859
COM;2016;1012835518.26037
COM;2017;1077439662.5798
COM;2018;1178530757.72328
COM;2019;1165839927.06327
COD;1960;3359404117.64706
COD;1961;3086746857.14286
COD;1962;3779841428.57143
COD;1963;6213185742.57426
COD;1964;2881545272.72727
COD;1965;4043901818.18182
COD;1966;4532660181.81818
COD;1967;3384063371.75792
COD;1968;3909780538.92216
COD;1969;5032434970.05988
COD;1970;4877684910.17964
COD;1971;5594770359.28144
COD;1972;6173712814.37126
COD;1973;7870239461.07784
COD;1974;9596960179.64072
COD;1975;10237343173.6527
COD;1976;9648583224.99212
COD;1977;12344424763.5727
COD;1978;15372608002.3923
COD;1979;15068422236.3663
COD;1980;14394927494.8647
COD;1981;12537821038.2202
COD;1982;13651667371.1676
COD;1983;11006712650.4481
COD;1984;7857729193.20343
COD;1985;7195042616.0071
COD;1986;8095367168.21769
COD;1987;7661625472.57705
COD;1988;8861299976.74158
COD;1989;9021862775.25978
COD;1990;9349764580.36998
COD;1991;9625436872.51075
COD;1992;8227343907.26679
COD;1993;10706259936.7425
COD;1994;5820382248.28202
COD;1995;5643439376.10491
COD;1996;5771454939.62404
COD;1997;6090840548.18784
COD;1998;6215591269.89747
COD;1999;4711259427.27273
COD;2000;19088046305.7971
COD;2001;7438189100.33333
COD;2002;8728038525.14034
COD;2003;8937567059.87754
COD;2004;10297483481.223
COD;2005;11964484667.9102
COD;2006;14451902467.9315
COD;2007;16737071816.38
COD;2008;19788515873.8942
COD;2009;18648373312.4241
COD;2010;21565720044.4634
COD;2011;25839749198.8233
COD;2012;29306235826.3885
COD;2013;32679745297.6453
COD;2014;35909040265.9328
COD;2015;37917704900.0794
COD;2016;37134799974.5225
COD;2017;38019265625.8845
COD;2018;46831342212.5473
COD;2019;50400746171.4239
COG;1960;131731862.568975
COG;1961;151675739.160603
COG;1962;166521239.86331
COG;1963;172233430.871484
COG;1964;185693724.845363
COG;1965;198318063.860841
COG;1966;220613582.369866
COG;1967;237397428.336411
COG;1968;251247458.012139
COG;1969;265040036.059152
COG;1970;274960699.858595
COG;1971;322128019.323599
COG;1972;410669262.898009
COG;1973;541973362.481063
COG;1974;585364635.354804
COG;1975;767102679.01869
COG;1976;754549600.548052
COG;1977;765224030.636477
COG;1978;878771771.290883
COG;1979;1198749665.95053
COG;1980;1705796849.54659
COG;1981;1993512325.92306
COG;1982;2160640566.53953
COG;1983;2097274289.61527
COG;1984;2193581366.40726
COG;1985;2160872541.4189
COG;1986;1849268214.68181
COG;1987;2297753649.27962
COG;1988;2212536313.33476
COG;1989;2389593021.94868
COG;1990;2798746050.58228
COG;1991;2724853592.73382
COG;1992;2933222714.11506
COG;1993;1918970032.40865
COG;1994;1769365425.04053
COG;1995;2116003977.97529
COG;1996;2540697688.05698
COG;1997;2322718991.26458
COG;1998;1949481296.60762
COG;1999;2353909563.94122
COG;2000;3219910550.39332
COG;2001;2796704577.3082
COG;2002;3034251042.07329
COG;2003;3503723244.83607
COG;2004;4656975222.72243
COG;2005;6650001213.82609
COG;2006;8072305415.35484
COG;2007;8782703766.99342
COG;2008;11649858744.3946
COG;2009;9723300390.77733
COG;2010;13148395201.8041
COG;2011;15655384440.3994
COG;2012;17692912613.1633
COG;2013;17958721571.7526
COG;2014;17783526317.8894
COG;2015;11953249529.737
COG;2016;10335424288.4306
COG;2017;11198674674.3816
COG;2018;13518403446.9566
COG;2019;12267392146.5888
CRI;1960;507513829.994855
CRI;1961;490325181.614275
CRI;1962;479180824.348506
CRI;1963;511902136.809973
CRI;1964;542578367.242598
CRI;1965;592981162.264151
CRI;1966;647305630.188679
CRI;1967;699456618.867925
CRI;1968;773841494.339623
CRI;1969;853630203.773585
CRI;1970;984830158.490566
CRI;1971;1077152902.29104
CRI;1972;1238251695.55388
CRI;1973;1528916185.23199
CRI;1974;1666544754.09836
CRI;1975;1960863465.5776
CRI;1976;2412555425.90432
CRI;1977;3072427012.83547
CRI;1978;3523208809.80163
CRI;1979;4035519323.22054
CRI;1980;4831447001.16686
CRI;1981;2623807074.2948
CRI;1982;2606621255.01581
CRI;1983;3146770103.81027
CRI;1984;3660476458.8718
CRI;1985;3919203960.39604
CRI;1986;4418983870.96774
CRI;1987;4532952047.15628
CRI;1988;4614629898.40348
CRI;1989;5251025767.47627
CRI;1990;5711687786.75989
CRI;1991;7168999670.01552
CRI;1992;8528593420.53123
CRI;1993;9537297723.10523
CRI;1994;10432619325.4203
CRI;1995;11513472785.7262
CRI;1996;11618286652.063
CRI;1997;12552071487.9622
CRI;1998;13617405297.2511
CRI;1999;14195623342.9011
CRI;2000;14949514493.332
CRI;2001;15913363440.5692
CRI;2002;16504795592.7964
CRI;2003;17196009811.1172
CRI;2004;18528955524.6272
CRI;2005;19948261084.3726
CRI;2006;22602721765.2812
CRI;2007;26743972564.1217
CRI;2008;30612927059.0967
CRI;2009;30562361123.0307
CRI;2010;37268614024.3178
CRI;2011;42262697840.385
CRI;2012;46473128285.5589
CRI;2013;49745088111.6953
CRI;2014;50577769837.7462
CRI;2015;54775994478.5095
CRI;2016;57157992434.1805
CRI;2017;58481858042.5721
CRI;2018;60553901420.085
CRI;2019;61801385049.0716
CIV;1960;546203561.57198906
CIV;1961;618245639.221382
CIV;1962;645284344.684118
CIV;1963;761047045.830402
CIV;1964;921063266.445521
CIV;1965;919771356.426097
CIV;1966;1024103034.29198
CIV;1967;1082922892.15202
CIV;1968;1281281245.67032
CIV;1969;1361360157.26999
CIV;1970;1455482990.24143
CIV;1971;1584128262.08933
CIV;1972;1849400599.77558
CIV;1973;2508421234.8557
CIV;1974;3070151901.06383
CIV;1975;3893839190.26806
CIV;1976;4662053707.7763
CIV;1977;6265067857.86534
CIV;1978;7900524897.8644
CIV;1979;9142935857.94766
CIV;1980;10175615441.8127
CIV;1981;8432588483.85263
CIV;1982;7567109766.61129
CIV;1983;6838185418.53642
CIV;1984;6841638714.5454
CIV;1985;6977650069.33578
CIV;1986;9158302205.36237
CIV;1987;10087653189.3287
CIV;1988;10255170459.986
CIV;1989;9757410614.0812
CIV;1990;10795850106.9547
CIV;1991;10492628915.4927
CIV;1992;11152971316.074
CIV;1993;11045759468.9412
CIV;1994;8313557450.25213
CIV;1995;11000146839.497
CIV;1996;12139234938.7863
CIV;1997;11722142706.1278
CIV;1998;12612033728.8572
CIV;1999;12376639822.9265
CIV;2000;10717022462.6859
CIV;2001;11202353584.6713
CIV;2002;12405208665.4831
CIV;2003;15340993079.1206
CIV;2004;16584164236.2204
CIV;2005;17091723906.153
CIV;2006;17816714954.2442
CIV;2007;20370544322.3074
CIV;2008;24322959641.2556
CIV;2009;24375209177.9302
CIV;2010;24908781285.4756
CIV;2011;25414875503.0784
CIV;2012;26789047554.5988
CIV;2013;31273074527.6975
CIV;2014;35363533865.7271
CIV;2015;45814637971.4745
CIV;2016;47964234560.0514
CIV;2017;51588158717.5348
CIV;2018;58011466450.8643
CIV;2019;58539424929.7248
HRV;1995;22534323220.0266
HRV;1996;23846442648.9653
HRV;1997;23869243597.654
HRV;1998;25562674678.2302
HRV;1999;23457038980.352
HRV;2000;21633671680.8738
HRV;2001;23054778851.2787
HRV;2002;26813968850.5192
HRV;2003;34682900712.6654
HRV;2004;41587470546.7946
HRV;2005;45376744001.8044
HRV;2006;50423077102.0764
HRV;2007;60073426976.5069
HRV;2008;70234425974.0453
HRV;2009;62600093958.9538
HRV;2010;59918313669.1671
HRV;2011;62537851352.4904
HRV;2012;56580819623.8529
HRV;2013;58194069434.1423
HRV;2014;57639588805.5871
HRV;2015;49525747503.8149
HRV;2016;51601147665.8089
HRV;2017;55481644098.0495
HRV;2018;61375222347.0256
HRV;2019;60752588976.3175
CUB;1970;5693005200
CUB;1971;6914658400
CUB;1972;8135150891.92025
CUB;1973;9987709650.18094
CUB;1974;11405957317.0732
CUB;1975;13027415243.9024
CUB;1976;13789579902.5579
CUB;1977;14206158674.6988
CUB;1978;17844705324.6753
CUB;1979;19584443287.6712
CUB;1980;19912889861.1111
CUB;1981;20150254096.3855
CUB;1982;20953510235.2941
CUB;1983;22204940512.2235
CUB;1984;24039383608.4235
CUB;1985;22920490774.102
CUB;1986;24226574634.0293
CUB;1987;25213935012.0819
CUB;1988;27458999472.2955
CUB;1989;27023468665.8977
CUB;1990;28645436569.1489
CUB;1991;24316556025.6585
CUB;1992;22085858243.2432
CUB;1993;22367254864.8649
CUB;1994;28448326756.7568
CUB;1995;30429803651.2192
CUB;1996;25017368700
CUB;1997;25365908100
CUB;1998;25736331200
CUB;1999;28364615200
CUB;2000;30565400000
CUB;2001;31682400000
CUB;2002;33590500000
CUB;2003;35901200000
CUB;2004;38203000000
CUB;2005;42643836100
CUB;2006;52742800000
CUB;2007;58603900000
CUB;2008;60806300000
CUB;2009;62080000000
CUB;2010;64328000000
CUB;2011;68990000000
CUB;2012;73141000000
CUB;2013;77148000000
CUB;2014;80656000000
CUB;2015;87133000000
CUB;2016;91370000000
CUB;2017;96851000000
CUB;2018;100023000000
CUW;2011;3038699608.93855
CUW;2012;3131096089.38547
CUW;2013;3147616201.11732
CUW;2014;3158406033.51955
CUW;2015;3151910782.1229
CUW;2016;3122287932.96089
CUW;2017;3116610111.73184
CUW;2018;3127908044.69274
CUW;2019;3101787709.49721
CYP;1975;489914760.682807
CYP;1976;576090073.715036
CYP;1977;734887973.975806
CYP;1978;964026512.197839
CYP;1979;1288715209.58084
CYP;1980;2154311276.94859
CYP;1981;2087496373.77964
CYP;1982;2159242416.76942
CYP;1983;2160364071.19021
CYP;1984;2278248953.14058
CYP;1985;2430411900.19194
CYP;1986;3090734463.27684
CYP;1987;3704813885.50548
CYP;1988;4278792597.23965
CYP;1989;4563482603.5503
CYP;1990;5591130217.66965
CYP;1991;5770197348.48485
CYP;1992;6912150456.32334
CYP;1993;6590291048.29211
CYP;1994;7425703928.57143
CYP;1995;9933133247.08926
CYP;1996;10011918444.1656
CYP;1997;9547818700.11403
CYP;1998;10248617647.0588
CYP;1999;10497908306.3646
CYP;2000;9985844486.33365
CYP;2001;10397897085.6102
CYP;2002;11420227884.6154
CYP;2003;14547325028.3126
CYP;2004;17320552500
CYP;2005;18433411267.2553
CYP;2006;20072786350.5206
CYP;2007;23968764029.5647
CYP;2008;27844698989.3072
CYP;2009;25945391775.4932
CYP;2010;25732432719.0773
CYP;2011;27565469097.9955
CYP;2012;24978513426.6992
CYP;2013;23900872625.8467
CYP;2014;23156850006.6427
CYP;2015;19842404304.8929
CYP;2016;20953442550.3653
CYP;2017;22729184365.1152
CYP;2018;25309818138.8758
CYP;2019;24948935408.0376
CZE;1990;40728950704.6176
CZE;1991;29859921158.8696
CZE;1992;34805013229.572
CZE;1993;40866748705.1075
CZE;1994;47850203856.1751
CZE;1995;60147174076.8651
CZE;1996;67387788632.9812
CZE;1997;62180159376.1239
CZE;1998;66807429711.411
CZE;1999;65173130995.2212
CZE;2000;61828166496.0941
CZE;2001;67808032979.5429
CZE;2002;82196001050.7474
CZE;2003;100090467581.268
CZE;2004;119814434353.575
CZE;2005;137143471328.274
CZE;2006;156264095664.643
CZE;2007;190183800884.018
CZE;2008;236816485762.988
CZE;2009;207434296805.33
CZE;2010;209069940963.177
CZE;2011;229562733398.948
CZE;2012;208857719320.649
CZE;2013;211685616592.931
CZE;2014;209358834156.329
CZE;2015;188033050459.881
CZE;2016;196272068576.338
CZE;2017;218628940951.675
CZE;2018;248908731817.502
CZE;2019;250680504529.647
DNK;1966;11931739858.7046
DNK;1967;13059064374.6287
DNK;1968;13505573866.6667
DNK;1969;15414902266.6667
DNK;1970;17075457600
DNK;1971;19085731252.4407
DNK;1972;23232379951.9376
DNK;1973;30730626663.3606
DNK;1974;34160444798.1099
DNK;1975;40474406216.2821
DNK;1976;44575892473.1183
DNK;1977;49784338519.4563
DNK;1978;60362931853.6249
DNK;1979;70366241969.2074
DNK;1980;71127528699.9414
DNK;1981;61877813965.2413
DNK;1982;60412844678.604
DNK;1983;60644782176.0525
DNK;1984;59105236853.7937
DNK;1985;62658568287.3429
DNK;1986;88078760103.8191
DNK;1987;109414423928.775
DNK;1988;115552846616.653
DNK;1989;112409222182.704
DNK;1990;138247285815.855
DNK;1991;139224688814.195
DNK;1992;152915654478.885
DNK;1993;143195627014.605
DNK;1994;156162386724.523
DNK;1995;185006881515.065
DNK;1996;187632346387.984
DNK;1997;173537647058.824
DNK;1998;176991934992.837
DNK;1999;177965188354.692
DNK;2000;164158739097.623
DNK;2001;164791442543.375
DNK;2002;178635163717.431
DNK;2003;218096033517.009
DNK;2004;251373002954.382
DNK;2005;264467336457.17
DNK;2006;282884947702.966
DNK;2007;319423424509.066
DNK;2008;353361038818.383
DNK;2009;321241303699.006
DNK;2010;321995279401.502
DNK;2011;344003137611.271
DNK;2012;327148943812.137
DNK;2013;343584391647.927
DNK;2014;352993631617.708
DNK;2015;302673070846.857
DNK;2016;313115929314.339
DNK;2017;332121063806.391
DNK;2018;356879499797.896
DNK;2019;350104327658.675
DJI;1985;340989527.967995
DJI;1987;373371738.286415
DJI;1988;395794538.630775
DJI;1989;409220087.102818
DJI;1990;452328087.282876
DJI;1991;462421998.525779
DJI;1992;478058304.871118
DJI;1993;466048469.22986
DJI;1994;491689220.744875
DJI;1995;497723960.589913
DJI;1996;494004647.73437
DJI;1997;502675542.001227
DJI;1998;514267869.300758
DJI;1999;536080148.097299
DJI;2000;551230861.856505
DJI;2001;572417440.820162
DJI;2002;591122039.601398
DJI;2003;622044665.515049
DJI;2004;666072101.777505
DJI;2005;708633194.726566
DJI;2006;768873684.032838
DJI;2007;847918929.107984
DJI;2008;999105339.267729
DJI;2009;1049110684.72493
DJI;2010;1128611700.3618
DJI;2011;1239144501.77525
DJI;2012;1353632941.5207
DJI;2013;2042817162.85639
DJI;2014;2214681573.56933
DJI;2015;2430287967.02678
DJI;2016;2603554906.59464
DJI;2017;2751461055.59307
DJI;2018;3012820409.63313
DJI;2019;3324634256.13324
DMA;1977;45872947.4074074
DMA;1978;57130215.5555556
DMA;1979;55017758.8888889
DMA;1980;72804653.3333333
DMA;1981;82107391.1111111
DMA;1982;89527576.6666667
DMA;1983;98665191.481481507
DMA;1984;109157070.740741
DMA;1985;119491932.962963
DMA;1986;135161958.518519
DMA;1987;151868754.444444
DMA;1988;171106184.074074
DMA;1989;185137242.96296301
DMA;1990;201428730
DMA;1991;219763222.222222
DMA;1992;234058259.259259
DMA;1993;245527592.592593
DMA;1994;264375666.666667
DMA;1995;274522148.148148
DMA;1996;292286000
DMA;1997;302989185.185185
DMA;1998;322409851.851852
DMA;1999;331759000
DMA;2000;333468888.888889
DMA;2001;340205074.074074
DMA;2002;333195185.185185
DMA;2003;343310666.666667
DMA;2004;367199111.111111
DMA;2005;364255074.074074
DMA;2006;390250148.148148
DMA;2007;421375851.851852
DMA;2008;458190185.185185
DMA;2009;489074333.333333
DMA;2010;493825925.925926
DMA;2011;501025925.925926
DMA;2012;485996296.296296
DMA;2013;498296296.296296
DMA;2014;520207407.407407
DMA;2015;540737037.037037
DMA;2016;576229629.62963
DMA;2017;519837037.037037
DMA;2018;551074074.074074
DMA;2019;582403703.703704
DOM;1960;672399700
DOM;1961;654100200
DOM;1962;824100000
DOM;1963;940799900
DOM;1964;1025599900
DOM;1965;888100000
DOM;1966;983900000
DOM;1967;1034800000
DOM;1968;1079100000
DOM;1969;1230500000
DOM;1970;1485500000
DOM;1971;1666500000
DOM;1972;1987400000
DOM;1973;2344800000
DOM;1974;2925700000
DOM;1975;3599200000
DOM;1976;3951500000
DOM;1977;4587100000
DOM;1978;4734400000
DOM;1979;5498800000
DOM;1980;6761300000
DOM;1981;7561300000
DOM;1982;8267400000
DOM;1983;9220600000
DOM;1984;11594000000
DOM;1985;5044592944.80499
DOM;1986;6122198120.02892
DOM;1987;5826987099.45901
DOM;1988;5374314928.42536
DOM;1989;6686593059.93691
DOM;1990;7073675544.80847
DOM;1991;9734321854.66098
DOM;1992;11356271338.9377
DOM;1993;13081042396.3153
DOM;1994;14664237669.3135
DOM;1995;16598679275.3976
DOM;1996;18241691854.1914
DOM;1997;20017908832.3285
DOM;1998;21672526559.7479
DOM;1999;22137599984.4373
DOM;2000;24305116729.1701
DOM;2001;25601765403.0896
DOM;2002;27137508655.3127
DOM;2003;21403167849.0353
DOM;2004;22322395369.1384
DOM;2005;35777570134.0385
DOM;2006;37879869898.3451
DOM;2007;43965420071.0915
DOM;2008;48122547176.8322
DOM;2009;48261033297.3001
DOM;2010;53860175556.5208
DOM;2011;58029750744.3809
DOM;2012;60681537194.7076
DOM;2013;62682163837.6521
DOM;2014;67179914026.2773
DOM;2015;71164825257.7372
DOM;2016;75704720189.6204
DOM;2017;79997975622.7604
DOM;2018;85555378043.7999
DOM;2019;88941299734.2073
ECU;1960;2069465326.41882
ECU;1961;1753850416.70826
ECU;1962;1518208221.23052
ECU;1963;1824344492.07169
ECU;1964;2244146867.90195
ECU;1965;2387048255.45173
ECU;1966;2429309513.80854
ECU;1967;2553596091.82258
ECU;1968;2582180794.1855
ECU;1969;3112166848.3004
ECU;1970;2862504169.99893
ECU;1971;2754220263.02528
ECU;1972;3185987234.84089
ECU;1973;3891755551.94138
ECU;1974;6599259420.99605
ECU;1975;7731677256.80982
ECU;1976;9091924304.83477
ECU;1977;11026346589.5011
ECU;1978;11922502170.6405
ECU;1979;14175166007.5774
ECU;1980;17881514682.8784
ECU;1981;21810767209.3695
ECU;1982;19929853574.6095
ECU;1983;17152483214.3536
ECU;1984;16912515183.2783
ECU;1985;17149094589.9827
ECU;1986;15314143988.0621
ECU;1987;13945431882.2271
ECU;1988;13051886552.3377
ECU;1989;13890828707.6493
ECU;1990;15239278100.3502
ECU;1991;16988535267.6338
ECU;1992;18094238119.0595
ECU;1993;18938717358.6793
ECU;1994;22708673336.6683
ECU;1995;24432884442.2211
ECU;1996;25226393196.5983
ECU;1997;28162053026.5133
ECU;1998;27981896948.4742
ECU;1999;19645272636.3182
ECU;2000;18327764882.4412
ECU;2001;24468324000
ECU;2002;28548945000
ECU;2003;32432858000
ECU;2004;36591661000
ECU;2005;41507085000
ECU;2006;46802044000
ECU;2007;51007777000
ECU;2008;61762635000
ECU;2009;62519686000
ECU;2010;69555367000
ECU;2011;79276664000
ECU;2012;87924544000
ECU;2013;95129659000
ECU;2014;101726331000
ECU;2015;99290381000
ECU;2016;99937696000
ECU;2017;104295862000
ECU;2018;107562008000
ECU;2019;107435665000
EGY;1965;4948667540.41066
EGY;1966;5278005611.91453
EGY;1967;5605484298.98275
EGY;1968;5932242990.65421
EGY;1969;6524455205.81114
EGY;1970;8042200452.1477
EGY;1971;8609283346.08518
EGY;1972;9299638055.84281
EGY;1973;10098534613.4411
EGY;1974;9228963224.60004
EGY;1975;11632178868.9171
EGY;1976;13315988083.4161
EGY;1977;14400806875.9867
EGY;1978;14811704063.0685
EGY;1979;18020571428.5714
EGY;1980;21669908177.0664
EGY;1981;22136081081.0811
EGY;1982;27655172413.7931
EGY;1983;30966239813.7369
EGY;1984;33971188991.6147
EGY;1985;39053502251.0732
EGY;1986;41253507951.3564
EGY;1987;40455616653.5742
EGY;1988;34980124929.0176
EGY;1989;39756299049.9793
EGY;1990;42978914311.3504
EGY;1991;37387836490.5284
EGY;1992;41855986519.4235
EGY;1993;46578631452.581
EGY;1994;51897983392.6453
EGY;1995;60159245060.4541
EGY;1996;67629716981.1321
EGY;1997;78436578171.0914
EGY;1998;84828807556.0803
EGY;1999;90710704806.8416
EGY;2000;99838543960.0763
EGY;2001;96684636118.5984
EGY;2002;85146067415.7303
EGY;2003;80288461538.4615
EGY;2004;78782467532.4675
EGY;2005;89600665557.4043
EGY;2006;107426086956.522
EGY;2007;130437828371.278
EGY;2008;162818181818.182
EGY;2009;189147005444.646
EGY;2010;218983666061.706
EGY;2011;235989672977.625
EGY;2012;279116666666.667
EGY;2013;288434108527.132
EGY;2014;305595408895.265
EGY;2015;329366576819.407
EGY;2016;332441717791.411
EGY;2017;235733695652.174
EGY;2018;249712999437.254
EGY;2019;303092255125.285
SLV;1965;877720000
SLV;1966;929520000
SLV;1967;976200000
SLV;1968;1009760100
SLV;1969;1049400000
SLV;1970;1132920000
SLV;1971;1186120000
SLV;1972;1263720000
SLV;1973;1442320000
SLV;1974;1665880000
SLV;1975;1884120100
SLV;1976;2328280100
SLV;1977;2941640100
SLV;1978;3127960000
SLV;1979;3463639900
SLV;1980;3573959900
SLV;1981;3437200200
SLV;1982;3399189100
SLV;1983;3506347800
SLV;1984;3661683400
SLV;1985;3800368600
SLV;1986;3771663200
SLV;1987;3958045800
SLV;1988;4189880000
SLV;1989;4372215300
SLV;1990;4817542204.02673
SLV;1991;5252342400
SLV;1992;5813399300
SLV;1993;6680269200
SLV;1994;7679384000
SLV;1995;8921947100
SLV;1996;9586327800
SLV;1997;10221705900
SLV;1998;10936669900
SLV;1999;11284197000
SLV;2000;11784927700
SLV;2001;12282533600
SLV;2002;12664190300
SLV;2003;13243892200
SLV;2004;13724810900
SLV;2005;14698001400
SLV;2006;15999886400
SLV;2007;17011750900
SLV;2008;17986890000
SLV;2009;17601620000
SLV;2010;18447920000
SLV;2011;20283790000
SLV;2012;21386140000
SLV;2013;21990970000
SLV;2014;22593480000
SLV;2015;23438240000
SLV;2016;24191440000
SLV;2017;24979200000
SLV;2018;26117400000
SLV;2019;27022640000
GNQ;1962;9122751.45318345
GNQ;1963;10840095.1283649
GNQ;1964;12712471.3960211
GNQ;1965;64748333.3333333
GNQ;1966;69110000
GNQ;1967;72317446.9327193
GNQ;1968;67514285.7142857
GNQ;1969;67225714.2857143
GNQ;1970;66331428.5714286
GNQ;1971;64946954.756798
GNQ;1972;65429198.238708
GNQ;1973;81203226.9138345
GNQ;1974;94159862.7073691
GNQ;1975;104295643.388437
GNQ;1976;103653049.93797
GNQ;1977;103987520.075827
GNQ;1980;50642880.7737503
GNQ;1981;36731422.8456914
GNQ;1982;44294647.733479
GNQ;1983;44442456.94764
GNQ;1984;50320914.4065688
GNQ;1985;62118564.8495425
GNQ;1986;76407396.7552964
GNQ;1987;93345847.7270323
GNQ;1988;100534663.294927
GNQ;1989;88265974.5843603
GNQ;1990;112119406.548331
GNQ;1991;110906032.075075
GNQ;1992;134707184.355541
GNQ;1993;136047896.155778
GNQ;1994;100807001.813926
GNQ;1995;141853368.256815
GNQ;1996;232463036.435759
GNQ;1997;442337849.474377
GNQ;1998;370687618.717326
GNQ;1999;621117885.668503
GNQ;2000;1045998496.43872
GNQ;2001;1461139022.02954
GNQ;2002;1806742742.27311
GNQ;2003;2484745935.09329
GNQ;2004;4410764338.66733
GNQ;2005;8217369092.65224
GNQ;2006;10086528698.8604
GNQ;2007;13071718758.7373
GNQ;2008;19749893536.3204
GNQ;2009;15027795173.2187
GNQ;2010;16314442183.3477
GNQ;2011;21357344847.4966
GNQ;2012;22388345810.2466
GNQ;2013;21948835350.3425
GNQ;2014;21765454404.421
GNQ;2015;13185496836.4124
GNQ;2016;11240809132.4145
GNQ;2017;12200914929.5961
GNQ;2018;13278488567.3058
GNQ;2019;11026774945.3415
ERI;1992;477101651.648376
ERI;1993;467872714.755603
ERI;1994;531688311.688312
ERI;1995;578015625
ERI;1996;693535954.190067
ERI;1997;686490090.140141
ERI;1998;745526154.93283
ERI;1999;688921325.712043
ERI;2000;706370815.584416
ERI;2001;752368495.512622
ERI;2002;729321366.651861
ERI;2003;870247703.182758
ERI;2004;1109054005.43971
ERI;2005;1098425900.74116
ERI;2006;1211161879.6748
ERI;2007;1317974491.05691
ERI;2008;1380188800
ERI;2009;1856695551.21951
ERI;2010;1589515447.15447
ERI;2011;2065001626.01626
EST;1993;4006983328.923
EST;1994;4116734613.10113
EST;1995;4497823760.81825
EST;1996;4780170373.2605
EST;1997;5147710775.4734
EST;1998;5665917232.17266
EST;1999;5762048551.95911
EST;2000;5694069842.43988
EST;2001;6259257899.91943
EST;2002;7372457379.67411
EST;2003;9877636630.53297
EST;2004;12144397515.528
EST;2005;14098326078.8459
EST;2006;17012322167.8585
EST;2007;22445583082.398
EST;2008;24371299252.9662
EST;2009;19744110864.1289
EST;2010;19693608289.0773
EST;2011;23391530006.3166
EST;2012;23192708981.8446
EST;2013;25271406707.566
EST;2014;26773473625.1921
EST;2015;23048864242.6072
EST;2016;24259552888.9717
EST;2017;26951648828.5789
EST;2018;30631142226.8533
EST;2019;31471100656.2431
SWZ;1960;35076158.4768305
SWZ;1961;43025199.4960101
SWZ;1962;45927061.4587708
